FacilityId,County,FacilityName,ReportedDate,ReportingYear,TotalServiceConnections,WholesaleConnections,RetailConnections,ServicesLead,ServicesUnknownMaterial,ServicesCopperLeadSolder,ServicesGalvanized,ServicesUnknownNotLead,ServicesCopperNonLeadSolder,ServicesCastDuctileIronTransite,ServicesPlastic,NAME,OBJECTID_1,NAME_1,CLASS_1,POP2012_1,FAC_TYPE,FAC_X,FAC_Y,SOURCE,SOURCE_2,SW_TYPE,SW_ORIGIN,GW_TYPE,GW_ORIGIN,BUYS_FROM,SELLER_FAC,SELLER_X,SELLER_Y,REPORTED_P,SS_2012_GA,P_2012_GAL,TOTAL_2012,SS_2012_MG,P_2012_MGD,Shape_Leng,Shape_Area
IL1115080,McHenry,Johnsburg No. 2 (PWS),4/29/19 10:32,2018,425,0,425,0,0,0,0,0,385,0,40,Johnsburg No. 2,201,Johnsburg,village,6353,municipality,3335057.225,3404840.336,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,180038.3318,212281498.5
IL1990500,Williamson,Johnston City (PWS),4/3/19 10:43,2018,1400,0,1400,200,500,0,200,0,300,0,200,Johnston City,89,Johnston City,city,3606,municipality,3164158.476,1749812.348,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,228612629,228612629,0,0.625907266,64329.42986,58614425.97
IL1970450,Will,Joliet (PWS),4/15/19 14:50,2018,49726,7,49719,15071,0,10272,1,0,24375.00,7,0,Joliet,805,Joliet,city,148720,municipality,3383150.306,3094884.73,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,6421522000,0,6421522000,17.58116906,0,1471012.691,1734049851
IL1810250,Union,Jonesboro (PWS),4/15/19 11:35,2018,854,0,854,0,375,0,267,0,31,0,181,Jonesboro,55,Jonesboro,city,1894,municipality,3067435.854,1615247.542,groundwater,groundwater,,,sand and gravel,,Anna-Jonesboro Water Comm,IL1815050,3076597.324,1626028.379,YES,0,42539100,42539100,0,0.116465708,40338.81837,74676090.05
IL1270100,Massac,Joppa (PWS),4/1/19 20:21,2018,200,0,200,0,190,0,0,0,0,0,10,Joppa,59,Joppa,village,356,municipality,3189936.978,1527497.496,groundwater,groundwater,,,shallow bedrock,,,,,,YES,15299900,0,15299900,0.041888843,0,15765.83732,13901906.97
IL1310100,Mercer,Joy (PWS),3/19/19 20:08,2018,205,0,205,25,161,0,0,0,15,0,4,Joy,436,Joy,village,441,municipality,2622394.799,2975252.003,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,Aledo,IL1310050,2657682.001,2974511.765,YES,11922629,5779179,17701808,0,0.026283368,13920.44987,11811194.41
IL1210200,Marion,Junction City (PWS),4/26/19 14:26,2018,207,0,207,0,129,0,5,0,0,0,73,Junction City,1261,Junction City,village,475,municipality,3106416.315,2023385.559,surface water,surface water,reservoir,Carlyle Lake,,,Centralia,IL1214220,3108293.355,2005322.533,YES,0,9600000,9600000,0,0.026283368,23943.59562,19136371.48
IL0130250,Calhoun,Kampsville (PWS),5/9/19 17:47,2018,246,0,246,0,0,246,0,0,0,0,0,Kampsville,1078,Kampsville,village,324,municipality,2686844.597,2285812.48,groundwater,groundwater,,,sand and gravel,,,,,,YES,20672000,0,20672000,0.056596851,0,31096.94416,34185957.58
IL0610250,Greene,Kane (PWS),4/11/19 16:49,2018,235,0,235,0,0,0,0,0,235,0,0,Kane,1100,Kane,village,427,municipality,2760151.079,2246903.919,groundwater,groundwater,,,sand and gravel,,,,,,YES,10768100,0,10768100,0.029481451,0,21596.58364,15008682.64
IL0450200,Edgar,Kansas (PWS),3/21/19 8:12,2018,355,0,355,0,316,0,0,0,31,0,8,Kansas,1311,Kansas,village,837,municipality,3437651.974,2380870.797,groundwater,groundwater,,,sand and gravel,,,,,,YES,21311800,0,21311800,0.058348528,0,21258.86068,28274002.47
IL1530050,Pulaski,Karnak (PWS),4/1/19 20:23,2018,250,0,250,0,228,0,0,0,0,0,22,Karnak,63,Karnak,village,488,municipality,3151748.006,1558775.654,groundwater,groundwater,,,sand and gravel,,South Water Inc,IL0030020,3054622.824,1530765.962,YES,0,10141300,10141300,0,0.027765366,29541.72716,49955900.49
IL1850150,Wabash,Keensburg (PWS),4/1/19 20:24,2018,128,0,128,0,103,0,0,0,0,0,25,Keensburg,1357,Keensburg,village,196,municipality,3465419.862,1945627.991,groundwater,groundwater,,,sand and gravel,,,,,,YES,7032100,0,7032100,0.019252841,0,11563.21975,7060812.189
IL1310150,Mercer,Keithsburg (PWS),4/2/19 13:21,2018,270,0,270,0,10,250,0,0,0,0,10,Keithsburg,435,Keithsburg,city,605,municipality,2606366.73,2940483.669,groundwater,groundwater,,,sand and gravel,,,,,,YES,21010000,0,21010000,0.057522245,0,47769.34512,87538074.8
IL0530150,Ford,Kempton (PWS),4/3/19 19:39,2018,113,0,113,0,15,0,0,0,0,0,98,Kempton,968,Kempton,village,231,municipality,3347686.744,2879971.458,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,YES,8332600,0,8332600,0.022813415,0,10205.60826,5870072.87
IL0311500,Cook,Kenilworth (PWS),4/11/19 12:44,2018,910,0,910,275,192,0,4,0,439,0,0,Kenilworth,701,Kenilworth,village,2551,municipality,3482665.7,3300679.67,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,,,,,YES,178485000,0,178485000,0.488665298,0,20421.45206,16813906.65
IL0390200,DeWitt,Kenney (PWS),4/29/19 7:34,2018,176,0,176,0,0,0,10,46,90,0,30,Kenney,903,Kenney,village,327,municipality,3115228.227,2574260.748,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,NO,,,,,,15525.53036,8292245.952
IL0730650,Henry,Kewanee (PWS),3/20/19 14:21,2018,5564,0,5564,1275,1225,0,0,0,2664,0,400,Kewanee,507,Kewanee,city,13095,municipality,2883497.35,2988247.048,groundwater,groundwater,,,c-o sandstone,,,,,,YES,724890000,0,724890000,1.984640657,0,100761.8031,185656243.5
IL0274580,Clinton,Keyesport (PWS),3/29/19 10:08,2018,243,0,243,0,18,180,0,0,20,0,25,Keyesport,1224,Keyesport,village,419,municipality,3062418.347,2082211.848,surface water,surface water,river,Kaskaskia River,,,"Carlyle North Water Co, Inc",IL0270010,3032485.6,2062902.054,NO,,,,,,27406.92834,18779553.79
IL0210250,Christian,Kincaid (PWS),4/9/19 6:59,2018,757,1,756,0,0,0,195,352,189,0,21,Kincaid,1135,Kincaid,village,1512,municipality,3023417.621,2388858.322,surface water,surface water,reservoir,Taylorville Lake,,,Taylorville,IL0210600,3057085.92,2376281.83,YES,0,52169000,52169000,0,0.142830938,43747.87767,22573571.63
IL1490400,Pike,Kinderhook (PWS),4/12/19 15:20,2018,115,0,115,0,0,0,0,0,115,0,0,Kinderhook,220,Kinderhook,village,217,municipality,2537812.195,2435403.391,groundwater,groundwater,,,sand and gravel,,,,,,YES,13491000,0,13491000,0.036936345,0,20171.29947,24287726.81
IL0370250,DeKalb,Kingston (PWS),4/15/19 12:17,2018,325,0,325,0,83,239,3,0,0,0,0,Kingston,596,Kingston,village,1170,municipality,3198851.277,3300351.491,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,22344200,0,22344200,0.061175086,0,70538.5103,28133193.57
IL1430450,Peoria,Kingston Mines (PWS),5/30/19 13:07,2018,139,0,139,0,0,0,0,0,0,0,139,Kingston Mines,336,Kingston Mines,village,306,municipality,2925058.228,2741094.655,mixed,mixed,river,Illinois River,sand and gravel,Sankoty Aquifer,T-L Water District,IL1430030,2913189.407,2742256.23,YES,0,6681308,6681308,0,0.018292424,30404.85278,42044967.86
IL1210300,Marion,Kinmundy (PWS),4/11/19 10:48,2018,430,0,430,0,0,0,0,0,0,0,430,Kinmundy,1259,Kinmundy,city,750,municipality,3184862.929,2094889.228,surface water,surface water,reservoir,Kinmundy Lake,,,,,,,YES,22542600,0,22542600,0.061718275,0,66582.56686,36360240.7
IL0630450,Grundy,Kinsman (PWS),4/11/19 15:25,2018,54,0,54,0,0,0,0,21,33,0,0,Kinsman,571,Kinsman,village,102,municipality,3254780.84,2971281.529,groundwater,groundwater,,,shallow bedrock,,,,,,YES,6247500,0,6247500,0.017104723,0,5401.467463,1830272.775
IL0370300,DeKalb,Kirkland (PWS),4/9/19 11:42,2018,673,0,673,0,187,0,0,0,483,0,3,Kirkland,578,Kirkland,village,1783,municipality,3176173.519,3297202,groundwater,groundwater,,,c-o sandstone,,,,,,YES,45333000,0,45333000,0.12411499,0,59662.38782,33943028.84
IL1870050,Warren,Kirkwood (PWS),5/9/19 13:16,2018,374,0,374,13,0,0,0,136,127,0,98,Kirkwood,324,Kirkwood,village,793,municipality,2656422.448,2855378.156,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,22000800,0,22000800,0.060234908,0,22477.81599,25255991.56
IL0950300,Knox,Knoxville (PWS),4/1/19 15:27,2018,1340,0,1340,147,754,0,73,0,255,0,111,Knoxville,282,Knoxville,city,2963,municipality,2783877.973,2868335.112,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,Galesburg,IL0950200,2759695.251,2884699.221,YES,211200,84883800,85095000,0.000578234,0.232399179,57172.11344,64058318.11
IL1750100,Stark,La Fayette (PWS),4/15/2019 9:24:33 PM,2018,71,0,71,0,0,0,0,0,60,0,11,La Fayette,506,La Fayette,village,214,municipality,2870163.315,2941064.322,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,10002.40839,5213378.192
IL0311530,Cook,La Grange (PWS),4/10/19 8:23,2018,4860,0,4860,1218,300,2236,106,0,1000,0,0,La Grange,740,La Grange,village,15599,municipality,3441349.922,3197695.635,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,McCook,IL0311740,3450396.584,3193765.126,YES,0,585537000,585537000,0,1.603112936,48141.37611,69729899.42
IL0311560,Cook,La Grange Park (PWS),4/15/19 14:42,2018,4176,0,4176,3729,0,330,0,0,49,68,0,La Grange Park,739,La Grange Park,village,13683,municipality,3439281.215,3204747.187,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Brookfield-N Riverside Water Comm,IL0315130,3459000,3212000,YES,0,450272000,450272000,0,1.23277755,42294.959,61679996.12
IL0670450,Hancock,LaHarpe (PWS),4/9/19 10:46,2018,673,0,673,3,13,0,10,0,621,0,26,LaHarpe,325,La Harpe,city,1227,municipality,2593946.582,2753754.165,groundwater,groundwater,,,sand and gravel,,,,,,YES,37041000,0,37041000,0.101412731,0,32659.43769,37521910.62
IL0110500,Bureau,La Moille (PWS),3/14/19 8:39,2018,365,0,365,3,274,81,2,0,0,0,5,La Moille,502,La Moille,village,753,municipality,3060026.521,3092724.059,groundwater,groundwater,,,sand and gravel,Green River Lowlands,,,,,YES,25332000,0,25332000,0.069355236,0,34495.87094,33096230.65
IL0010300,Adams,La Prairie (PWS),4/12/19 15:20,2018,31,0,31,0,0,0,0,0,0,0,31,La Prairie,243,La Prairie,village,50,municipality,2582227.23,2595284.353,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,Clayton-Camp Point Water Commission,IL0015200,2579498.589,2556907.528,YES,0,1117000,1117000,0,0.003058179,22273.35373,6450472.63
IL1230150,Marshall,La Rose (PWS),3/14/19 14:29,2018,68,0,68,0,0,0,0,0,0,0,68,La Rose,951,La Rose,village,162,municipality,3072847.173,2893380.357,groundwater,groundwater,,,sand and gravel,,,,,,YES,2865600,0,2865600,0.007845585,0,13016.15778,7036816.755
IL1230100,Marshall,Lacon (PWS),3/25/19 16:31,2018,963,0,963,0,507,10,425,0,0,0,21,Lacon,273,Lacon,city,1932,municipality,3025796.643,2909238.163,groundwater,groundwater,,,sand and gravel,,,,,,YES,172109400,0,172109400,0.471209856,0,48544.22239,45194919.64
IL0110450,Bureau,Ladd (PWS),4/15/19 13:43,2018,587,0,587,0,87,0,200,0,175,0,125,Ladd,530,Ladd,village,1380,municipality,3078048.282,3039459.992,groundwater,groundwater,,,sand and gravel,Green River Lowlands,,,,,YES,39343900,0,39343900,0.107717728,0,54710.34058,32718655.39
IL0971080,Lake,Lake Barrington (PWS),3/19/19 8:48,2018,91,0,91,0,0,0,0,0,91,0,0,Lake Barrington,636,Lake Barrington,village,5021,municipality,3359304.695,3343195.647,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,YES,31332000,0,31332000,0.085782341,0,159495.0246,170621294.5
IL0970750,Lake,Lake Bluff (PWS),4/12/19 13:30,2018,2004,0,2004,17,1425,520,2,0,39,1,0,Lake Bluff,717,Lake Bluff,village,5869,municipality,3444509.499,3370258.196,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Central Lake Co Joint Act Water Agency,IL0971070,3408000,3382000,NO,,,,,,76699.32318,111902164.6
IL0970800,Lake,Lake Forest (PWS),5/1/19 8:34,2018,6835,0,6835,277,1586,3404,4,97,1315,152,0,Lake Forest,716,Lake Forest,city,19728,municipality,3442293.087,3354063.932,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,,,,,YES,1454866000,0,1454866000,3.983206023,0,105713.6102,469223071.2
IL1110400,McHenry,Lake In The Hills (PWS),4/9/19 8:47,2018,9510,0,9510,0,0,0,0,0,9510,0,0,Lake In The Hills,667,Lake in the Hills,village,29004,municipality,3319694.514,3334971.557,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock and c-o sandstone,,,,,,YES,892152000,0,892152000,2.442579055,0,211598.347,293468699.3
IL0970840,Lake,Lake Villa (PWS),4/11/19 6:37,2018,2577,0,2577,0,531,6,2,0,2038,0,0,Lake Villa,184,Lake Villa,village,8881,municipality,3381409.663,3418529.298,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,194021000,0,194021000,0.531200548,0,158384.8736,193404451.2
IL0970850,Lake,Lake Zurich (PWS),4/26/19 14:00,2018,6852,0,6852,39,1,0,10,428,6231,136,7,Lake Zurich,635,Lake Zurich,village,19865,municipality,3381244.285,3337712.323,groundwater,groundwater,,,c-o sandstone,,,,,,YES,672934000,0,672934000,1.842392882,0,120796.5528,198648084.5
IL0970270,Lake,Lakemoor (PWS),4/9/19 15:03,2018,963,0,963,0,0,0,0,0,963,0,0,Lakemoor,203,Lakemoor,village,6037,municipality,3350259.45,3387250.033,groundwater,groundwater,,,sand and gravel,,,,,,YES,65197000,0,65197000,0.178499658,0,148599.4896,145253605
IL1115760,McHenry,Lakewood (PWS),4/12/19 14:15,2018,1072,0,1072,0,0,0,0,0,1072,0,0,Lakewood,666,Lakewood,village,3785,municipality,3301151.873,3346384.91,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock and c-o sandstone,,,,,,NO,,,,,,104914.9008,109808955.7
IL0150100,Carroll,Lanark (PWS),3/18/19 12:38,2018,670,0,670,0,0,0,189,0,418,0,63,Lanark,469,Lanark,city,1443,municipality,2910068.143,3300837.236,groundwater,groundwater,,,c-o sandstone,,,,,,NO,,,,,,31375.61498,31107695.54
IL0311590,Cook,Lansing (PWS),5/29/19 15:07,2018,9320,968,8352,2305,1221,0,390,0,5216,185,3,Lansing,1360,Lansing,village,28102,municipality,3531745.509,3112650.606,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Hammond IN,52495020,3542700,3127700,YES,0,1900000000,1900000000,0,5.201916496,141885.4755,188953766.2
IL0990300,LaSalle,La Salle (PWS),3/25/19 13:43,2018,3576,0,3576,0,0,0,0,3576,0,0,0,La Salle,553,LaSalle,city,9595,municipality,3112074.562,3023514.36,groundwater,groundwater,,,sand and gravel,,,,,,YES,2001472280,0,2001472280,5.479732457,0,314177.2475,327321480.1
IL1070300,Logan,Latham (PWS),4/9/19 14:12,2018,300,0,300,0,300,0,0,0,0,0,0,Latham,906,Latham,village,422,municipality,3094158.665,2526782.905,groundwater,groundwater,,,sand and gravel,,,,,,YES,5395595,0,5395595,0.014772334,0,18501.64512,7680515.847
IL1010150,Lawrence,Lawrenceville (PWS),5/22/19 11:06,2018,2203,2200,3,0,2203,0,0,0,0,0,0,Lawrenceville,1344,Lawrenceville,city,4331,municipality,3514303.579,2082252.287,groundwater,groundwater,,,sand and gravel,,,,,,YES,326014610,0,326014610,0.892579357,0,42714.6249,60530667.74
IL1130750,McLean,Le Roy (PWS),3/18/19 15:46,2018,1485,0,1485,49,196,0,307,0,652,0,281,Le Roy,887,Le Roy,city,3593,municipality,3204341.42,2662393.242,groundwater,groundwater,,,sand and gravel,,,,,,YES,111021300,0,111021300,0.303959754,0,76517.52933,64498002.76
IL1410300,Ogle,Leaf River (PWS),4/29/19 11:53,2018,220,0,220,0,0,0,0,0,220,0,0,Leaf River,476,Leaf River,village,439,municipality,3025942.827,3308577.248,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,13202900,0,13202900,0.03614757,0,19364.18688,23045883.69
IL1630650,St. Clair,Lebanon (PWS),4/2/19 8:58,2018,1864,0,1864,0,1855,0,1,0,5,0,3,Lebanon,1183,Lebanon,city,4435,municipality,2911271.516,2032393.395,surface water,surface water,river,Kaskaskia River,,,S L M Water Commission (SLM),IL1635090,2928127.578,1968519.053,NO,,,,,,81997.04358,68226232.29
IL1034600,Lee,Lee (PWS),7/24/19 22:46,2018,155,0,155,0,55,0,60,0,40,0,0,Lee,590,Lee,village,342,municipality,3151183.556,3189914.581,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,18571.35225,4488745.944
IL0990350,LaSalle,Leland (PWS),4/8/19 23:26,2018,395,0,395,0,395,0,0,0,0,0,0,Leland,526,Leland,village,972,municipality,3191036.321,3125103.038,groundwater,groundwater,,,shallow bedrock,,,,,,YES,24804000,0,24804000,0.067909651,0,24358.26773,14761053.73
IL0311620,Cook,Lemont (PWS),3/20/19 8:06,2018,6214,1,6213,1,2135,0,0,0,4078,0,0,Lemont,800,Lemont,village,16172,municipality,3412635.451,3148041.825,groundwater,groundwater,,,c-o sandstone,,,,,,NO,,,,,,382734.7942,230755124.2
IL1770300,Stephenson,Lena (PWS),3/28/19 14:02,2018,1200,0,1200,0,0,0,0,0,1150,0,50,Lena,158,Lena,village,2917,municipality,2913490.403,3401268.631,groundwater,groundwater,,,c-o sandstone,,,,,,YES,109607200,0,109607200,0.300088159,0,76224.72082,72146677.47
IL1630700,St. Clair,Lenzburg (PWS),3/25/19 14:50,2018,281,281,0,0,1,0,0,0,269,0,11,Lenzburg,29,Lenzburg,village,513,municipality,2909152.071,1917509.447,surface water,surface water,river,Kaskaskia River,,,Kaskaskia Water District,IL1635110,2915525.799,1916945.241,NO,,,,,,35577.38182,35703607.72
IL0990400,LaSalle,Illinois American - Leonore (PWS),5/9/19 6:36,2018,79,0,79,0,18,10,0,0,1,0,50,Leonore,552,Leonore,village,129,municipality,3141839.557,2969882.736,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,NO,,,,,,9193.774666,2449205.229
IL0290200,Coles,Lerna (PWS),5/3/19 9:00,2018,124,0,124,0,0,0,0,0,0,0,124,Lerna,1315,Lerna,village,287,municipality,3340349.213,2329911.186,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,Clear Water Service Corp,IL0295100,3296879.685,2323973.802,YES,0,5421300,5421300,0,0.01484271,10414.58033,3224419.011
IL0570600,Fulton,Lewistown (PWS),4/29/19 11:09,2018,1148,0,1148,30,500,30,30,258,100,0,200,Lewistown,310,Lewistown,city,2391,municipality,2818372.611,2683046.309,groundwater,groundwater,,,sand and gravel,,,,,,YES,116432995,0,116432995,0.318776167,0,77227.90759,55174257.87
IL1130800,McLean,Lexington (PWS),5/13/19 11:26,2018,890,0,890,0,0,0,0,0,860,0,30,Lexington,926,Lexington,city,2051,municipality,3198616.435,2771730.629,groundwater,groundwater,,,sand and gravel,,,,,,YES,60259000,0,60259000,0.164980151,0,65399.66029,36700116.49
IL0010350,Adams,Liberty (PWS),4/12/19 15:21,2018,287,0,287,0,0,0,0,0,229,0,58,Liberty,249,Liberty,village,527,municipality,2551576.342,2499030.119,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,Clayton-Camp Point Water Commission,IL0015200,2579498.589,2556907.528,NO,,,,,,23083.71818,10443543.92
IL0970900,Lake,Libertyville (PWS),4/12/19 14:15,2018,7454,0,7454,708,0,0,0,0,6746,0,0,Libertyville,715,Libertyville,village,20643,municipality,3413089.91,3371449.903,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Central Lake Co Joint Act Water Agency,IL0971070,3408000,3382000,YES,3768000,824597000,828365000,0.010316222,2.257623546,205973.1433,253147305.8
IL0010400,Adams,Lima (PWS),4/12/19 15:21,2018,76,0,76,0,0,0,0,0,0,0,76,Lima,242,Lima,village,164,municipality,2478678.133,2607712.995,groundwater,groundwater,,,shallow bedrock,,,,,,YES,3590000,0,3590000,0.009828884,0,19462.44502,5294775.413
IL0970950,Lake,Lincolnshire (PWS),4/17/19 9:20,2018,2565,0,2565,0,0,1324,0,0,1005,233,3,Lincolnshire,714,Lincolnshire,village,7357,municipality,3427006.321,3338580.387,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Highland Park,IL0970500,3456058.256,3334056.395,YES,0,496356200,496356200,0,1.358949213,125448.5375,129219451.9
IL0311650,Cook,Lincolnwood (PWS),4/12/19 15:02,2018,4262,0,4262,1106,706,0,32,0,2418,0,0,Lincolnwood,625,Lincolnwood,village,12698,municipality,3478269.779,3270324.259,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-North,IL0316000,3493000,3230000,YES,0,617384240,617384240,0,1.690305927,40643.2116,74411216.85
IL0971000,Lake,Lindenhurst (PWS),5/14/19 10:18,2018,5103,0,5103,0,0,0,0,0,5103,0,0,Lindenhurst,183,Lindenhurst,village,14474,municipality,3395381.693,3418291.384,groundwater,groundwater,,,sand and gravel,,,,,,YES,393096500,0,393096500,1.076239562,0,141218.4703,132147564
IL0430551,DuPage,Lisle (PWS),3/13/19 14:17,2018,6085,1,6084,0,0,0,0,334,5750,1,0,Lisle,618,Lisle,village,22366,municipality,3383382.015,3191443.359,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,DuPage Water Commission,IL0435400,3400000,3215000,YES,0,1076128000,1076128000,0,2.946277892,175623.5579,194056878.1
IL1350400,Montgomery,Litchfield (PWS),4/10/19 14:56,2018,3217,5,3212,0,3216,0,0,0,1,0,0,Litchfield,1150,Litchfield,city,6980,municipality,2959657.382,2240686.473,surface water,surface water,reservoir,Lake Lou Yeager,,,,,,,YES,404032000,0,404032000,1.106179329,0,188078.5774,188141229.5
IL1870100,Warren,Little York (PWS),4/2/19 13:20,2018,175,0,175,0,0,0,0,0,175,0,0,Little York,323,Little York,village,323,municipality,2657741.24,2907260.602,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,Galesburg,IL0950200,2759695.251,2884699.221,NO,,,,,,14878.10572,7049190.81
IL1190600,Madison,Livingston (PWS),5/23/19 14:25,2018,369,0,369,0,251,0,2,0,38,0,78,Livingston,1206,Livingston,village,858,municipality,2902759.742,2136313.594,surface water,surface water,river,Mississippi River,,,Bond-Madison Water,IL0050020,2952034,2125342,NO,,,,,,24604.68464,29421893.44
IL1670700,Sangamon,Loami (PWS),4/4/19 9:55,2018,391,0,391,0,257,4,0,0,0,0,130,Loami,1129,Loami,village,794,municipality,2902699.744,2420834.503,surface water,surface water,mixed reservoir and river,Lake Springfield; South Fork Horse Creek,,,Springfield,IL1671200,2958011.264,2464491.792,NO,,,,,,32890.9508,28940009.73
IL1970500,Will,Lockport (PWS),4/12/19 8:14,2018,8616,0,8616,163,182,2000,0,0,6171,100,0,Lockport,797,Lockport,city,25082,municipality,3400346.263,3117759.584,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,987151000,0,987151000,2.702672142,0,416062.6274,314920809.2
IL0750550,Iroquois,Loda (PWS),4/15/19 18:55,2018,167,0,167,0,164,0,0,0,3,0,0,Loda,973,Loda,village,402,municipality,3393930.163,2728690.184,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,14036000,0,14036000,0.038428474,0,34201.91446,40153100.41
IL0430600,DuPage,Lombard (PWS),4/10/19 18:42,2018,15270,0,15270,383,0,9226,478,0,5155,0,28,Lombard,643,Lombard,village,43410,municipality,3402448.125,3221005.462,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,DuPage Water Commission,IL0435400,3400000,3215000,YES,3491280,1537202000,1540693280,0.009558604,4.208629706,200135.9371,288876514.1
IL0574620,Fulton,London Mills (PWS),4/14/19 16:05,2018,157,0,157,0,0,0,0,0,110,0,47,London Mills,270,London Mills,village,368,municipality,2788683.306,2796954.839,groundwater,groundwater,,,sand and gravel,,,,,,YES,15130000,0,15130000,0.041423682,0,22471.88628,18854102.18
IL0970340,Lake,Long Grove (PWS),5/24/19 8:03,2018,47,0,47,0,0,0,0,0,47,0,0,Long Grove,634,Long Grove,village,8031,municipality,3403614.096,3329259.541,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,NO,,,,,,200241.8622,351533177.1
IL0190350,Champaign,Longview (PWS),4/30/19 12:55,2018,83,0,83,0,0,0,0,0,80,0,3,Longview,1006,Longview,village,153,municipality,3400190.794,2500373.643,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,3371632,0,3371632,0.009231025,0,17002.59106,6823631.999
IL0010450,Adams,Loraine (PWS),5/30/19 10:06,2018,165,0,165,0,8,0,0,0,99,0,58,Loraine,241,Loraine,village,320,municipality,2522539.358,2598788.589,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,Clayton-Camp Point Water Commission,IL0015200,2579498.589,2556907.528,NO,,,,,,26566.52099,23526744.51
IL0990450,LaSalle,Lostant (PWS),4/10/19 12:03,2018,230,0,230,0,218,0,2,0,5,0,5,Lostant,551,Lostant,village,499,municipality,3120248.887,2952114.122,groundwater,groundwater,,,sand and gravel,,,,,,YES,16868900,0,16868900,0.046184531,0,17519.48743,10844564.78
IL0250200,Clay,Louisville (PWS),3/25/19 6:10,2018,610,0,610,0,10,0,0,0,300,0,300,Louisville,1249,Louisville,village,1091,municipality,3281766.616,2094446.808,mixed,mixed,reservoir,Cips Lake; Holland Energy Reservoir,sand and gravel,,E J Water Corporation,IL0790010,3316330.277,2199879.404,YES,0,34483000,34483000,0,0.094409309,35937.95046,20601500.43
IL2010150,Winnebago,Loves Park (PWS),4/2/19 13:48,2018,9978,0,9978,0,0,2847,0,0,7131,0,0,Loves Park,586,Loves Park,city,23887,municipality,3136116.176,3382438.487,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,North Park PWD,IL2015500,3127346.957,3401657.271,YES,1336399000,17802000,1354201000,3.658861054,0.04873922,240152.6529,455021017.8
IL1390250,Moultrie,Lovington (PWS),4/1/19 11:52,2018,508,1,507,196,22,0,0,0,252,0,38,Lovington,1280,Lovington,village,1213,municipality,3242881.178,2436262.811,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,26834.64725,22244453.05
IL0190400,Champaign,Ludlow (PWS),3/14/19 10:32,2018,186,0,186,0,0,0,20,0,100,0,66,Ludlow,1005,Ludlow,village,380,municipality,3380677.024,2681357.306,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,8898900,0,8898900,0.02436386,0,25745.30384,9843834.576
IL1950300,Whiteside,Lyndon (PWS),3/13/19 14:05,2018,248,0,248,0,0,0,0,0,230,0,18,Lyndon,463,Lyndon,village,614,municipality,2884826.91,3161436.818,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,27990.62627,21500899.23
