"","FacilityId","County","FacilityName","Variable","Year_2019","Year_2018","change"
"3795","IL2010150","Winnebago","Loves Park (PWS)","percent_unknownnotlead",0,0,0
"3796","IL2010150","Winnebago","Loves Park (PWS)","Total",9861,9978,-117
"3797","IL1390250","Moultrie","Lovington (PWS)","percent_lead",38.6,38.6,0
"3798","IL1390250","Moultrie","Lovington (PWS)","percent_unknown",4.3,4.3,0
"3799","IL1390250","Moultrie","Lovington (PWS)","percent_unknownnotlead",0,0,0
"3800","IL1390250","Moultrie","Lovington (PWS)","Total",508,508,0
"3801","IL2035100","Woodford","Low Point Water District (PWS)","percent_lead",0,0,0
"3802","IL2035100","Woodford","Low Point Water District (PWS)","percent_unknown",100,0,100
"3803","IL2035100","Woodford","Low Point Water District (PWS)","percent_unknownnotlead",0,0,0
"3804","IL2035100","Woodford","Low Point Water District (PWS)","Total",66,66,0
"3805","IL0190400","Champaign","Ludlow (PWS)","percent_lead",0,0,0
"3806","IL0190400","Champaign","Ludlow (PWS)","percent_unknown",0,0,0
"3807","IL0190400","Champaign","Ludlow (PWS)","percent_unknownnotlead",0,0,0
"3808","IL0190400","Champaign","Ludlow (PWS)","Total",186,186,0
"3809","IL1950300","Whiteside","Lyndon (PWS)","percent_lead",0,0,0
"3810","IL1950300","Whiteside","Lyndon (PWS)","percent_unknown",0,0,0
"3811","IL1950300","Whiteside","Lyndon (PWS)","percent_unknownnotlead",0,0,0
"3812","IL1950300","Whiteside","Lyndon (PWS)","Total",248,248,0
"3813","IL0735100","Henry","Lynn Water Association, Inc (PWS)","percent_lead",0,0,0
"3814","IL0735100","Henry","Lynn Water Association, Inc (PWS)","percent_unknown",0,76.2,-76.2
"3815","IL0735100","Henry","Lynn Water Association, Inc (PWS)","percent_unknownnotlead",76.2,0,76.2
"3816","IL0735100","Henry","Lynn Water Association, Inc (PWS)","Total",42,42,0
"3817","IL1370250","Morgan","Lynnville (PWS)","percent_lead",0,0,0
"3818","IL1370250","Morgan","Lynnville (PWS)","percent_unknown",0,0,0
"3819","IL1370250","Morgan","Lynnville (PWS)","percent_unknownnotlead",0,0,0
"3820","IL1370250","Morgan","Lynnville (PWS)","Total",59,55,4
"3821","IL0995336","LaSalle","Lynnwood Water Corporation (PWS)","percent_lead",0,0,0
"3822","IL0995336","LaSalle","Lynnwood Water Corporation (PWS)","percent_unknown",0,0,0
"3823","IL0995336","LaSalle","Lynnwood Water Corporation (PWS)","percent_unknownnotlead",0,0,0
"3824","IL0995336","LaSalle","Lynnwood Water Corporation (PWS)","Total",40,40,0
"3825","IL0311680","Cook","Lynwood (PWS)","percent_lead",0,0,0
"3826","IL0311680","Cook","Lynwood (PWS)","percent_unknown",0,0,0
"3827","IL0311680","Cook","Lynwood (PWS)","percent_unknownnotlead",0,0,0
"3828","IL0311680","Cook","Lynwood (PWS)","Total",2658,2658,0
"3829","IL0735280","Henry","Lynwood 3rd Addition (PWS)","percent_lead",0,0,0
"3830","IL0735280","Henry","Lynwood 3rd Addition (PWS)","percent_unknown",0,0,0
"3831","IL0735280","Henry","Lynwood 3rd Addition (PWS)","percent_unknownnotlead",0,0,0
"3832","IL0735280","Henry","Lynwood 3rd Addition (PWS)","Total",35,35,0
"3833","IL0311710","Cook","Lyons (PWS)","percent_lead",22.9,23.3,-0.400000000000002
"3834","IL0311710","Cook","Lyons (PWS)","percent_unknown",0,0.9,-0.9
"3835","IL0311710","Cook","Lyons (PWS)","percent_unknownnotlead",0.9,0,0.9
"3836","IL0311710","Cook","Lyons (PWS)","Total",2697,2704,-7
"3837","IL1315150","Mercer","M C L W System, Inc. (PWS)","percent_lead",0,0,0
"3838","IL1315150","Mercer","M C L W System, Inc. (PWS)","percent_unknown",67.7,67.7,0
"3839","IL1315150","Mercer","M C L W System, Inc. (PWS)","percent_unknownnotlead",0,0,0
"3840","IL1315150","Mercer","M C L W System, Inc. (PWS)","Total",31,31,0
"3841","IL0895149","Kane","MA Center Chicago (PWS)","percent_lead",0,0,0
"3842","IL0895149","Kane","MA Center Chicago (PWS)","percent_unknown",0,0,0
"3843","IL0895149","Kane","MA Center Chicago (PWS)","percent_unknownnotlead",0,0,0
"3844","IL0895149","Kane","MA Center Chicago (PWS)","Total",18,18,0
"3845","IL0554640","Franklin","Macedonia (PWS)","percent_lead",0,0,0
"3846","IL0554640","Franklin","Macedonia (PWS)","percent_unknown",100,100,0
"3847","IL0554640","Franklin","Macedonia (PWS)","percent_unknownnotlead",0,0,0
"3848","IL0554640","Franklin","Macedonia (PWS)","Total",65,65,0
"3849","IL1790350","Tazewell","Mackinaw (PWS)","percent_lead",0,1.9,-1.9
"3850","IL1790350","Tazewell","Mackinaw (PWS)","percent_unknown",44.3,0,44.3
"3851","IL1790350","Tazewell","Mackinaw (PWS)","percent_unknownnotlead",0,0,0
"3852","IL1790350","Tazewell","Mackinaw (PWS)","Total",1343,1341,2
"3853","IL1090350","McDonough","Macomb (PWS)","percent_lead",2.5,2.3,0.2
"3854","IL1090350","McDonough","Macomb (PWS)","percent_unknown",93.8,94.8,-1
"3855","IL1090350","McDonough","Macomb (PWS)","percent_unknownnotlead",0,0,0
"3856","IL1090350","McDonough","Macomb (PWS)","Total",5860,5860,0
"3857","IL1150250","Macon","Macon (PWS)","percent_lead",0,0,0
"3858","IL1150250","Macon","Macon (PWS)","percent_unknown",57.8,72.7,-14.9
"3859","IL1150250","Macon","Macon (PWS)","percent_unknownnotlead",0,0,0
"3860","IL1150250","Macon","Macon (PWS)","Total",626,626,0
"3861","IL1330200","Monroe","Maeystown (PWS)","percent_lead",0,0,0
"3862","IL1330200","Monroe","Maeystown (PWS)","percent_unknown",90.1,95.1,-5
"3863","IL1330200","Monroe","Maeystown (PWS)","percent_unknownnotlead",0,0,0
"3864","IL1330200","Monroe","Maeystown (PWS)","Total",142,142,0
"3865","IL1550200","Putnam","Magnolia (PWS)","percent_lead",0,0,0
"3866","IL1550200","Putnam","Magnolia (PWS)","percent_unknown",0,0,0
"3867","IL1550200","Putnam","Magnolia (PWS)","percent_unknownnotlead",0,0,0
"3868","IL1550200","Putnam","Magnolia (PWS)","Total",111,111,0
"3869","IL0190450","Champaign","Mahomet (PWS)","percent_lead",0,0,0
"3870","IL0190450","Champaign","Mahomet (PWS)","percent_unknown",0,0,0
"3871","IL0190450","Champaign","Mahomet (PWS)","percent_unknownnotlead",0,0,0
"3872","IL0190450","Champaign","Mahomet (PWS)","Total",2458,2408,50
"3873","IL0110550","Bureau","Malden (PWS)","percent_lead",6.5,6.5,0
"3874","IL0110550","Bureau","Malden (PWS)","percent_unknown",51.6,51.6,0
"3875","IL0110550","Bureau","Malden (PWS)","percent_unknownnotlead",0,0,0
"3876","IL0110550","Bureau","Malden (PWS)","Total",155,155,0
"3877","IL0370350","DeKalb","Malta (PWS)","percent_lead",1.1,1.1,0
"3878","IL0370350","DeKalb","Malta (PWS)","percent_unknown",0,0,0
"3879","IL0370350","DeKalb","Malta (PWS)","percent_unknownnotlead",0,0,0
"3880","IL0370350","DeKalb","Malta (PWS)","Total",436,436,0
"3881","IL1710250","Scott","Manchester (PWS)","percent_lead",0,0,0
"3882","IL1710250","Scott","Manchester (PWS)","percent_unknown",61.7,61.7,0
"3883","IL1710250","Scott","Manchester (PWS)","percent_unknownnotlead",0,0,0
"3884","IL1710250","Scott","Manchester (PWS)","Total",120,120,0
"3885","IL2015545","Winnebago","Mancuso Village Park MHP (PWS)","percent_lead",0,0,0
"3886","IL2015545","Winnebago","Mancuso Village Park MHP (PWS)","percent_unknown",100,100,0
"3887","IL2015545","Winnebago","Mancuso Village Park MHP (PWS)","percent_unknownnotlead",0,0,0
"3888","IL2015545","Winnebago","Mancuso Village Park MHP (PWS)","Total",199,199,0
"3889","IL1970550","Will","Manhattan (PWS)","percent_lead",0,0,0
"3890","IL1970550","Will","Manhattan (PWS)","percent_unknown",0,0,0
"3891","IL1970550","Will","Manhattan (PWS)","percent_unknownnotlead",0,0,0
"3892","IL1970550","Will","Manhattan (PWS)","Total",2993,2883,110
"3893","IL1250300","Mason","Manito (PWS)","percent_lead",0,0,0
"3894","IL1250300","Mason","Manito (PWS)","percent_unknown",0,0,0
"3895","IL1250300","Mason","Manito (PWS)","percent_unknownnotlead",0,0,0
"3896","IL1250300","Mason","Manito (PWS)","Total",737,736,1
"3897","IL0110600","Bureau","Manlius (PWS)","percent_lead",4.7,4.7,0
"3898","IL0110600","Bureau","Manlius (PWS)","percent_unknown",0,0,0
"3899","IL0110600","Bureau","Manlius (PWS)","percent_unknownnotlead",0,0,0
"3900","IL0110600","Bureau","Manlius (PWS)","Total",170,170,0
"3901","IL1470300","Piatt","Mansfield (PWS)","percent_lead",0,0,0
"3902","IL1470300","Piatt","Mansfield (PWS)","percent_unknown",0,0,0
"3903","IL1470300","Piatt","Mansfield (PWS)","percent_unknownnotlead",22.5,22.5,0
"3904","IL1470300","Piatt","Mansfield (PWS)","Total",479,479,0
"3905","IL0915385","Kankakee","Manteno MHP (PWS)","percent_lead",0,0,0
"3906","IL0915385","Kankakee","Manteno MHP (PWS)","percent_unknown",100,100,0
"3907","IL0915385","Kankakee","Manteno MHP (PWS)","percent_unknownnotlead",0,0,0
"3908","IL0915385","Kankakee","Manteno MHP (PWS)","Total",74,74,0
"3909","IL0115135","Bureau","Maple Acres MHP (PWS)","percent_lead",0,0,0
"3910","IL0115135","Bureau","Maple Acres MHP (PWS)","percent_unknown",100,100,0
"3911","IL0115135","Bureau","Maple Acres MHP (PWS)","percent_unknownnotlead",0,0,0
"3912","IL0115135","Bureau","Maple Acres MHP (PWS)","Total",104,104,0
"3913","IL0890500","Kane","Maple Park (PWS)","percent_lead",0,0,0
"3914","IL0890500","Kane","Maple Park (PWS)","percent_unknown",100,100,0
"3915","IL0890500","Kane","Maple Park (PWS)","percent_unknownnotlead",0,0,0
"3916","IL0890500","Kane","Maple Park (PWS)","Total",524,524,0
"3917","IL1430500","Peoria","Mapleton (PWS)","percent_lead",0,0,0
"3918","IL1430500","Peoria","Mapleton (PWS)","percent_unknown",0,0,0
"3919","IL1430500","Peoria","Mapleton (PWS)","percent_unknownnotlead",0,0,0
"3920","IL1430500","Peoria","Mapleton (PWS)","Total",122,119,3
"3921","IL0190660","Champaign","Maplewood MAC LLC (PWS)","percent_lead",0,0,0
"3922","IL0190660","Champaign","Maplewood MAC LLC (PWS)","percent_unknown",0,0,0
"3923","IL0190660","Champaign","Maplewood MAC LLC (PWS)","percent_unknownnotlead",100,100,0
"3924","IL0190660","Champaign","Maplewood MAC LLC (PWS)","Total",113,113,0
"3925","IL0950350","Knox","Maquon (PWS)","percent_lead",0,0,0
"3926","IL0950350","Knox","Maquon (PWS)","percent_unknown",0,0,0
"3927","IL0950350","Knox","Maquon (PWS)","percent_unknownnotlead",0,0,0
"3928","IL0950350","Knox","Maquon (PWS)","Total",166,166,0
"3929","IL1110650","McHenry","Marengo (PWS)","percent_lead",8.3,8.4,-0.0999999999999996
"3930","IL1110650","McHenry","Marengo (PWS)","percent_unknown",6.4,6.4,0
"3931","IL1110650","McHenry","Marengo (PWS)","percent_unknownnotlead",0,0,0
"3932","IL1110650","McHenry","Marengo (PWS)","Total",2577,2572,5
"3933","IL0895285","Kane","Margarets Hi-Acre MHP (PWS)","percent_lead",0,0,0
"3934","IL0895285","Kane","Margarets Hi-Acre MHP (PWS)","percent_unknown",0,0,0
"3935","IL0895285","Kane","Margarets Hi-Acre MHP (PWS)","percent_unknownnotlead",0,0,0
"3936","IL0895285","Kane","Margarets Hi-Acre MHP (PWS)","Total",100,100,0
"3937","IL0895545","Kane","Margarets Park View Estates MHP (PWS)","percent_lead",0,0,0
"3938","IL0895545","Kane","Margarets Park View Estates MHP (PWS)","percent_unknown",100,0,100
"3939","IL0895545","Kane","Margarets Park View Estates MHP (PWS)","percent_unknownnotlead",0,0,0
"3940","IL0895545","Kane","Margarets Park View Estates MHP (PWS)","Total",80,100,-20
"3941","IL0570030","Fulton","Marietta (PWS)","percent_lead",0,0,0
"3942","IL0570030","Fulton","Marietta (PWS)","percent_unknown",0,0,0
"3943","IL0570030","Fulton","Marietta (PWS)","percent_unknownnotlead",0,0,0
"3944","IL0570030","Fulton","Marietta (PWS)","Total",192,232,-40
"3945","IL1190700","Madison","Marine (PWS)","percent_lead",0,0,0
"3946","IL1190700","Madison","Marine (PWS)","percent_unknown",0,52.7,-52.7
"3947","IL1190700","Madison","Marine (PWS)","percent_unknownnotlead",43.7,0,43.7
"3948","IL1190700","Madison","Marine (PWS)","Total",487,482,5
"3949","IL1990550","Williamson","Marion (PWS)","percent_lead",0,0,0
"3950","IL1990550","Williamson","Marion (PWS)","percent_unknown",98.1,98.1,0
"3951","IL1990550","Williamson","Marion (PWS)","percent_unknownnotlead",0,0,0
"3952","IL1990550","Williamson","Marion (PWS)","Total",9892,9940,-48
"3953","IL1630750","St. Clair","Marissa (PWS)","percent_lead",0,0,0
"3954","IL1630750","St. Clair","Marissa (PWS)","percent_unknown",0,44.9,-44.9
"3955","IL1630750","St. Clair","Marissa (PWS)","percent_unknownnotlead",44.9,0,44.9
"3956","IL1630750","St. Clair","Marissa (PWS)","Total",844,844,0
"3957","IL1550250","Putnam","Mark (PWS)","percent_lead",0,0,0
"3958","IL1550250","Putnam","Mark (PWS)","percent_unknown",0,0,0
"3959","IL1550250","Putnam","Mark (PWS)","percent_unknownnotlead",0,0,0
"3960","IL1550250","Putnam","Mark (PWS)","Total",230,230,0
"3961","IL0311770","Cook","Markham (PWS)","percent_lead",24.4,24.4,0
"3962","IL0311770","Cook","Markham (PWS)","percent_unknown",0,0,0
"3963","IL0311770","Cook","Markham (PWS)","percent_unknownnotlead",0,0,0
"3964","IL0311770","Cook","Markham (PWS)","Total",4090,4090,0
"3965","IL1150300","Macon","Maroa (PWS)","percent_lead",0,0,0
"3966","IL1150300","Macon","Maroa (PWS)","percent_unknown",53.5,59.1,-5.6
"3967","IL1150300","Macon","Maroa (PWS)","percent_unknownnotlead",0,0,0
"3968","IL1150300","Macon","Maroa (PWS)","Total",851,853,-2
"3969","IL1790400","Tazewell","Marquette Heights (PWS)","percent_lead",0,0,0
"3970","IL1790400","Tazewell","Marquette Heights (PWS)","percent_unknown",0,0,0
"3971","IL1790400","Tazewell","Marquette Heights (PWS)","percent_unknownnotlead",0,0,0
"3972","IL1790400","Tazewell","Marquette Heights (PWS)","Total",1166,1166,0
"3973","IL0990500","LaSalle","Marseilles (PWS)","percent_lead",0.4,0.8,-0.4
"3974","IL0990500","LaSalle","Marseilles (PWS)","percent_unknown",94.3,98.4,-4.10000000000001
"3975","IL0990500","LaSalle","Marseilles (PWS)","percent_unknownnotlead",0,0,0
"3976","IL0990500","LaSalle","Marseilles (PWS)","Total",2198,2198,0
"3977","IL0990110","LaSalle","Marseilles South (PWS)","percent_lead",0,0,0
"3978","IL0990110","LaSalle","Marseilles South (PWS)","percent_unknown",23.1,23.1,0
"3979","IL0990110","LaSalle","Marseilles South (PWS)","percent_unknownnotlead",0,0,0
"3980","IL0990110","LaSalle","Marseilles South (PWS)","Total",39,39,0
"3981","IL0230100","Clark","Marshall (PWS)","percent_lead",0,0,0
"3982","IL0230100","Clark","Marshall (PWS)","percent_unknown",22.5,0,22.5
"3983","IL0230100","Clark","Marshall (PWS)","percent_unknownnotlead",45.1,0,45.1
"3984","IL0230100","Clark","Marshall (PWS)","Total",2218,2209,9
"3985","IL0230150","Clark","Martinsville (PWS)","percent_lead",0,0,0
"3986","IL0230150","Clark","Martinsville (PWS)","percent_unknown",50,0,50
"3987","IL0230150","Clark","Martinsville (PWS)","percent_unknownnotlead",0,0,0
"3988","IL0230150","Clark","Martinsville (PWS)","Total",586,591,-5
"3989","IL0750600","Iroquois","Martinton (PWS)","percent_lead",0,0,0
"3990","IL0750600","Iroquois","Martinton (PWS)","percent_unknown",0,0,0
"3991","IL0750600","Iroquois","Martinton (PWS)","percent_unknownnotlead",0,100,-100
"3992","IL0750600","Iroquois","Martinton (PWS)","Total",147,147,0
"3993","IL1190750","Madison","Maryville (PWS)","percent_lead",0,0,0
"3994","IL1190750","Madison","Maryville (PWS)","percent_unknown",4.9,4.7,0.2
"3995","IL1190750","Madison","Maryville (PWS)","percent_unknownnotlead",0,0,0
"3996","IL1190750","Madison","Maryville (PWS)","Total",4116,4297,-181
"3997","IL1630800","St. Clair","Mascoutah (PWS)","percent_lead",0.5,0.5,0
"3998","IL1630800","St. Clair","Mascoutah (PWS)","percent_unknown",62.7,0,62.7
"3999","IL1630800","St. Clair","Mascoutah (PWS)","percent_unknownnotlead",0,63.2,-63.2
"4000","IL1630800","St. Clair","Mascoutah (PWS)","Total",3611,3584,27
"4001","IL1250350","Mason","Mason City (PWS)","percent_lead",0,0,0
"4002","IL1250350","Mason","Mason City (PWS)","percent_unknown",9.8,0,9.8
"4003","IL1250350","Mason","Mason City (PWS)","percent_unknownnotlead",0,13.1,-13.1
"4004","IL1250350","Mason","Mason City (PWS)","Total",1154,1152,2
"4005","IL1395199","Moultrie","Mason Point (PWS)","percent_lead",0,0,0
"4006","IL1395199","Moultrie","Mason Point (PWS)","percent_unknown",0,0,0
"4007","IL1395199","Moultrie","Mason Point (PWS)","percent_unknownnotlead",0,0,0
"4008","IL1395199","Moultrie","Mason Point (PWS)","Total",30,30,0
"4009","IL1310200","Mercer","Matherville (PWS)","percent_lead",0,0,0
"4010","IL1310200","Mercer","Matherville (PWS)","percent_unknown",0,0,0
"4011","IL1310200","Mercer","Matherville (PWS)","percent_unknownnotlead",0,0,0
"4012","IL1310200","Mercer","Matherville (PWS)","Total",308,308,0
"4013","IL0311800","Cook","Matteson (PWS)","percent_lead",9.4,9.5,-0.0999999999999996
"4014","IL0311800","Cook","Matteson (PWS)","percent_unknown",0,90.5,-90.5
"4015","IL0311800","Cook","Matteson (PWS)","percent_unknownnotlead",0,0,0
"4016","IL0311800","Cook","Matteson (PWS)","Total",6686,6661,25
"4017","IL0290250","Coles","Mattoon-PWS","percent_lead",0,0,0
"4018","IL0290250","Coles","Mattoon-PWS","percent_unknown",87.4,94,-6.59999999999999
"4019","IL0290250","Coles","Mattoon-PWS","percent_unknownnotlead",6.3,5.6,0.7
"4020","IL0290250","Coles","Mattoon-PWS","Total",7927,7927,0
"4021","IL1795750","Tazewell","Mayfair Subdivision (PWS)","percent_lead",0,0,0
"4022","IL1795750","Tazewell","Mayfair Subdivision (PWS)","percent_unknown",0,0,0
"4023","IL1795750","Tazewell","Mayfair Subdivision (PWS)","percent_unknownnotlead",0,0,0
"4024","IL1795750","Tazewell","Mayfair Subdivision (PWS)","Total",39,39,0
"4025","IL0311830","Cook","Maywood (PWS)","percent_lead",59.8,59.9,-0.100000000000001
"4026","IL0311830","Cook","Maywood (PWS)","percent_unknown",0,0,0
"4027","IL0311830","Cook","Maywood (PWS)","percent_unknownnotlead",0,0,0
"4028","IL0311830","Cook","Maywood (PWS)","Total",6235,6235,0
"4029","IL0630500","Grundy","Mazon (PWS)","percent_lead",0,0,0
"4030","IL0630500","Grundy","Mazon (PWS)","percent_unknown",63.3,69.8,-6.5
"4031","IL0630500","Grundy","Mazon (PWS)","percent_unknownnotlead",0,0,0
"4032","IL0630500","Grundy","Mazon (PWS)","Total",431,431,0
"4033","IL0311740","Cook","Mc Cook (PWS)","percent_lead",0,0,0
"4034","IL0311740","Cook","Mc Cook (PWS)","percent_unknown",38.7,38.9,-0.199999999999996
"4035","IL0311740","Cook","Mc Cook (PWS)","percent_unknownnotlead",0,0,0
"4036","IL0311740","Cook","Mc Cook (PWS)","Total",181,180,1
"4037","IL1130850","McLean","Mc Lean (PWS)","percent_lead",0,0,0
"4038","IL1130850","McLean","Mc Lean (PWS)","percent_unknown",3,0,3
"4039","IL1130850","McLean","Mc Lean (PWS)","percent_unknownnotlead",0,0,0
"4040","IL1130850","McLean","Mc Lean (PWS)","Total",366,367,-1
"4041","IL0650200","Hamilton","Mc Leansboro (PWS)","percent_lead",0,0,0
"4042","IL0650200","Hamilton","Mc Leansboro (PWS)","percent_unknown",85.8,90.8,-5
"4043","IL0650200","Hamilton","Mc Leansboro (PWS)","percent_unknownnotlead",0,0,0
"4044","IL0650200","Hamilton","Mc Leansboro (PWS)","Total",1440,1431,9
"4045","IL0035050","Alexander","Mcclure-East Cape Pwd (PWS)","percent_lead",0,0,0
"4046","IL0035050","Alexander","Mcclure-East Cape Pwd (PWS)","percent_unknown",0,0,0
"4047","IL0035050","Alexander","Mcclure-East Cape Pwd (PWS)","percent_unknownnotlead",0,0,0
"4048","IL0035050","Alexander","Mcclure-East Cape Pwd (PWS)","Total",427,427,0
"4049","IL1110600","McHenry","McHenry (PWS)","percent_lead",1.3,1,0.3
"4050","IL1110600","McHenry","McHenry (PWS)","percent_unknown",29,90.7,-61.7
"4051","IL1110600","McHenry","McHenry (PWS)","percent_unknownnotlead",0,0,0
"4052","IL1110600","McHenry","McHenry (PWS)","Total",7997,8013,-16
"4053","IL1550150","Putnam","Mcnabb (PWS)","percent_lead",0,0,0
"4054","IL1550150","Putnam","Mcnabb (PWS)","percent_unknown",0,0,0
"4055","IL1550150","Putnam","Mcnabb (PWS)","percent_unknownnotlead",0,0,0
"4056","IL1550150","Putnam","Mcnabb (PWS)","Total",140,140,0
"4057","IL1195200","Madison","Meadowbrook PWD (PWS)","percent_lead",0,0,0
"4058","IL1195200","Madison","Meadowbrook PWD (PWS)","percent_unknown",85.7,86,-0.299999999999997
"4059","IL1195200","Madison","Meadowbrook PWD (PWS)","percent_unknownnotlead",0,0,0
"4060","IL1195200","Madison","Meadowbrook PWD (PWS)","Total",680,680,0
"4061","IL1135689","McLean","Meadows Mennonite Home (PWS)","percent_lead",0,0,0
"4062","IL1135689","McLean","Meadows Mennonite Home (PWS)","percent_unknown",0,0,0
"4063","IL1135689","McLean","Meadows Mennonite Home (PWS)","percent_unknownnotlead",0,0,0
"4064","IL1135689","McLean","Meadows Mennonite Home (PWS)","Total",51,51,0
"4065","IL1135785","McLean","Meadows Of Bloomington MHP (PWS)","percent_lead",0,0,0
"4066","IL1135785","McLean","Meadows Of Bloomington MHP (PWS)","percent_unknown",0,100,-100
"4067","IL1135785","McLean","Meadows Of Bloomington MHP (PWS)","percent_unknownnotlead",100,0,100
"4068","IL1135785","McLean","Meadows Of Bloomington MHP (PWS)","Total",241,241,0
"4069","IL1675150","Sangamon","Mechanicsburg-Buffalo Water Commission (PWS)","percent_lead",0,0,0
"4070","IL1675150","Sangamon","Mechanicsburg-Buffalo Water Commission (PWS)","percent_unknown",0,100,-100
"4071","IL1675150","Sangamon","Mechanicsburg-Buffalo Water Commission (PWS)","percent_unknownnotlead",0,0,0
"4072","IL1675150","Sangamon","Mechanicsburg-Buffalo Water Commission (PWS)","Total",470,415,55
"4073","IL0710250","Henderson","Media (PWS)","percent_lead",0,0,0
"4074","IL0710250","Henderson","Media (PWS)","percent_unknown",0,0,0
"4075","IL0710250","Henderson","Media (PWS)","percent_unknownnotlead",0,0,0
"4076","IL0710250","Henderson","Media (PWS)","Total",53,53,0
"4077","IL1170550","Macoupin","Medora (PWS)","percent_lead",0,0,0
"4078","IL1170550","Macoupin","Medora (PWS)","percent_unknown",0.8,0.8,0
"4079","IL1170550","Macoupin","Medora (PWS)","percent_unknownnotlead",0,0,0
"4080","IL1170550","Macoupin","Medora (PWS)","Total",237,243,-6
"4081","IL0311860","Cook","Melrose Park (PWS)","percent_lead",50,50,0
"4082","IL0311860","Cook","Melrose Park (PWS)","percent_unknown",0,0,0
"4083","IL0311860","Cook","Melrose Park (PWS)","percent_unknownnotlead",20,20,0
"4084","IL0311860","Cook","Melrose Park (PWS)","Total",5350,5347,3
"4085","IL0530200","Ford","Melvin (PWS)","percent_lead",0,0,0
"4086","IL0530200","Ford","Melvin (PWS)","percent_unknown",55.6,55.6,0
"4087","IL0530200","Ford","Melvin (PWS)","percent_unknownnotlead",0,0,0
"4088","IL0530200","Ford","Melvin (PWS)","Total",90,90,0
"4089","IL1290010","Menard","Menard Rural Water Coop (PWS)","percent_lead",0,0,0
"4090","IL1290010","Menard","Menard Rural Water Coop (PWS)","percent_unknown",0,0,0
"4091","IL1290010","Menard","Menard Rural Water Coop (PWS)","percent_unknownnotlead",0,0,0
"4092","IL1290010","Menard","Menard Rural Water Coop (PWS)","Total",254,251,3
"4093","IL0010500","Adams","Mendon (PWS)","percent_lead",0,0,0
"4094","IL0010500","Adams","Mendon (PWS)","percent_unknown",0,0,0
"4095","IL0010500","Adams","Mendon (PWS)","percent_unknownnotlead",0,0,0
"4096","IL0010500","Adams","Mendon (PWS)","Total",435,435,0
"4097","IL0990550","LaSalle","Mendota (PWS)","percent_lead",0.3,0.2,0.1
"4098","IL0990550","LaSalle","Mendota (PWS)","percent_unknown",99.7,99.8,-0.0999999999999943
"4099","IL0990550","LaSalle","Mendota (PWS)","percent_unknownnotlead",0,0,0
"4100","IL0990550","LaSalle","Mendota (PWS)","Total",2874,2874,0
"4101","IL0990560","LaSalle","Mendota Mobile Home Community (PWS)","percent_lead",0,0,0
"4102","IL0990560","LaSalle","Mendota Mobile Home Community (PWS)","percent_unknown",0,0,0
"4103","IL0990560","LaSalle","Mendota Mobile Home Community (PWS)","percent_unknownnotlead",0,0,0
"4104","IL0990560","LaSalle","Mendota Mobile Home Community (PWS)","Total",65,65,0
"4105","IL1370300","Morgan","Meredosia (PWS)","percent_lead",0,0,0
"4106","IL1370300","Morgan","Meredosia (PWS)","percent_unknown",0,0,0
"4107","IL1370300","Morgan","Meredosia (PWS)","percent_unknownnotlead",0,0,0
"4108","IL1370300","Morgan","Meredosia (PWS)","Total",500,500,0
"4109","IL1415165","Ogle","Meridian MHP (PWS)","percent_lead",0,0,0
"4110","IL1415165","Ogle","Meridian MHP (PWS)","percent_unknown",100,100,0
"4111","IL1415165","Ogle","Meridian MHP (PWS)","percent_unknownnotlead",0,0,0
"4112","IL1415165","Ogle","Meridian MHP (PWS)","Total",31,31,0
"4113","IL1190110","Madison","Meridian Village (PWS)","percent_lead",0,0,0
"4114","IL1190110","Madison","Meridian Village (PWS)","percent_unknown",0,0,0
"4115","IL1190110","Madison","Meridian Village (PWS)","percent_unknownnotlead",2.9,2.9,0
"4116","IL1190110","Madison","Meridian Village (PWS)","Total",34,34,0
"4117","IL0311890","Cook","Merrionette Park (PWS)","percent_lead",22,22,0
"4118","IL0311890","Cook","Merrionette Park (PWS)","percent_unknown",0.2,0.2,0
"4119","IL0311890","Cook","Merrionette Park (PWS)","percent_unknownnotlead",0,0,0
"4120","IL0311890","Cook","Merrionette Park (PWS)","Total",568,569,-1
"4121","IL2030350","Woodford","Metamora (PWS)","percent_lead",0,0,0
"4122","IL2030350","Woodford","Metamora (PWS)","percent_unknown",4,4.2,-0.2
"4123","IL2030350","Woodford","Metamora (PWS)","percent_unknownnotlead",0,0,0
"4124","IL2030350","Woodford","Metamora (PWS)","Total",1733,1726,7
"4125","IL0450250","Edgar","Metcalf (PWS)","percent_lead",0,0,0
"4126","IL0450250","Edgar","Metcalf (PWS)","percent_unknown",0,0,0
"4127","IL0450250","Edgar","Metcalf (PWS)","percent_unknownnotlead",0,0,0
"4128","IL0450250","Edgar","Metcalf (PWS)","Total",75,75,0
"4129","IL1270150","Massac","Metropolis (PWS)","percent_lead",0,0,0
"4130","IL1270150","Massac","Metropolis (PWS)","percent_unknown",0,0,0
"4131","IL1270150","Massac","Metropolis (PWS)","percent_unknownnotlead",0,0,0
"4132","IL1270150","Massac","Metropolis (PWS)","Total",2746,2756,-10
"4133","IL0310230","Cook","Mid-Mark Water Commission (PWS)","percent_lead",0,0,0
"4134","IL0310230","Cook","Mid-Mark Water Commission (PWS)","percent_unknown",0,0,0
