"","FacilityId","County","FacilityName","Unknown","UnknownNotLead","Flagged","Difference","Flagged2"
"686","IL0850010","Jo Daviess","Frentress Lake (PWS)",0,0,"No",0,"No"
"687","IL0850030","Jo Daviess","Wienen Estates (PWS)",0,0,"No",0,"No"
"688","IL0850050","Jo Daviess","Apple River (PWS)",-12,0,"No",-12,"No"
"689","IL0850100","Jo Daviess","East Dubuque (PWS)",0,0,"No",0,"No"
"690","IL0850150","Jo Daviess","Elizabeth (PWS)",-17,0,"No",-17,"No"
"691","IL0850200","Jo Daviess","Galena (PWS)",0,0,"No",0,"No"
"692","IL0850250","Jo Daviess","Hanover (PWS)",-37,0,"No",-37,"No"
"693","IL0850400","Jo Daviess","Scales Mound (PWS)",0,0,"No",0,"No"
"694","IL0850450","Jo Daviess","Stockton (PWS)",0,0,"No",0,"No"
"695","IL0850500","Jo Daviess","Warren (PWS)",0,0,"No",0,"No"
"696","IL0855050","Jo Daviess","Util Inc - Galena Territory (PWS)",0,0,"No",0,"No"
"697","IL0855100","Jo Daviess","Mount Vernon Association Inc (PWS)",0,0,"No",0,"No"
"698","IL0855150","Jo Daviess","Util Inc - Apple Canyon Utilities Company (PWS)",0,0,"No",0,"No"
"699","IL0855200","Jo Daviess","Bahl Water Corp (PWS)",0,0,"No",0,"No"
"700","IL0870050","Johnson","Belknap (PWS)",0,0,"No",0,"No"
"701","IL0870200","Johnson","Goreville (PWS)",-8,0,"No",-8,"No"
"702","IL0870350","Johnson","Vienna (PWS)",-5,0,"No",-5,"No"
"703","IL0875050","Johnson","Burnside PWD (PWS)",-837,832,"Yes",-5,"No"
"704","IL0875510","Johnson","Vienna Correctional Center (PWS)",0,0,"No",0,"No"
"705","IL0890040","Kane","Silver Glen Homeowners Association (PWS)",0,0,"No",0,"No"
"706","IL0890110","Kane","Wasco Sanitary District (PWS)",0,0,"No",0,"No"
"707","IL0890120","Kane","Mill Creek Water Reclamation District (PWS)",0,0,"No",0,"No"
"708","IL0890150","Kane","Burlington (PWS)",0,0,"No",0,"No"
"709","IL0890160","Kane","Pingree Grove (PWS)",0,0,"No",0,"No"
"710","IL0890200","Kane","Carpentersville (PWS)",-27,0,"No",-27,"No"
"711","IL0890250","Kane","East Dundee (PWS)",-2,0,"No",-2,"No"
"712","IL0890300","Kane","Elburn (PWS)",0,0,"No",0,"No"
"713","IL0890350","Kane","Geneva (PWS)",-236,0,"No",-236,"No"
"714","IL0890400","Kane","Gilberts (PWS)",0,0,"No",0,"No"
"715","IL0890450","Kane","Hampshire (PWS)",0,-24,"No",-24,"No"
"716","IL0890500","Kane","Maple Park (PWS)",0,0,"No",0,"No"
"717","IL0890600","Kane","North Aurora (PWS)",-1,0,"No",-1,"No"
"718","IL0890750","Kane","Sleepy Hollow (PWS)",0,0,"No",0,"No"
"719","IL0890800","Kane","South Elgin (PWS)",0,0,"No",0,"No"
"720","IL0890850","Kane","Sugar Grove (PWS)",0,0,"No",0,"No"
"721","IL0890950","Kane","West Dundee (PWS)",0,0,"No",0,"No"
"722","IL0894070","Kane","Aurora (PWS)",703,0,"No",703,"No"
"723","IL0894130","Kane","Batavia (PWS)",0,0,"No",0,"No"
"724","IL0894380","Kane","Elgin - Mclean St (PWS)",-13,0,"No",-13,"No"
"725","IL0894400","Kane","Willow Lake Estates MHP (PWS)",-630,630,"Yes",0,"Yes"
"726","IL0894690","Kane","Montgomery (PWS)",-8303,0,"No",-8303,"No"
"727","IL0894830","Kane","St Charles (PWS)",0,0,"No",0,"No"
"728","IL0895030","Kane","FRWRD-Skyline Plant (PWS)",351,0,"No",351,"No"
"729","IL0895149","Kane","MA Center Chicago (PWS)",0,0,"No",0,"No"
"730","IL0895150","Kane","Illinois American - Rollins (PWS)",0,0,"No",0,"No"
"731","IL0895200","Kane","Util Inc - Lake Marian Water Corporation (PWS)",0,0,"No",0,"No"
"732","IL0895285","Kane","Margarets Hi-Acre MHP (PWS)",0,0,"No",0,"No"
"733","IL0895300","Kane","Aqua Illinois - Moecherville (PWS)",0,3,"No",3,"No"
"734","IL0895319","Kane","Mooseheart (PWS)",0,0,"No",0,"No"
"735","IL0895400","Kane","Ogden Gardens Subdivision (PWS)",-115,0,"No",-115,"No"
"736","IL0895530","Kane","Highland Subdivision (PWS)",-11,20,"Yes",9,"No"
"737","IL0895545","Kane","Margarets Park View Estates MHP (PWS)",80,0,"No",80,"No"
"738","IL0895600","Kane","Illinois American - River Grange (PWS)",0,0,"No",0,"No"
"739","IL0895750","Kane","Aurora Community Water Association (PWS)",0,0,"No",0,"No"
"740","IL0895800","Kane","Util Inc - Ferson Creek Utilities Corp (PWS)",0,0,"No",0,"No"
"741","IL0895930","Kane","Illinois Youth Center - St Charles (PWS)",0,0,"No",0,"No"
"742","IL0910010","Kankakee","Pembroke Township (PWS)",0,0,"No",0,"No"
"743","IL0910020","Kankakee","Lake Shannon (PWS)",0,0,"No",0,"No"
"744","IL0910040","Kankakee","Hopkins Park (PWS)",0,0,"No",0,"No"
"745","IL0910070","Kankakee","Windmill Estates (PWS)",0,0,"No",0,"No"
"746","IL0910250","Kankakee","Buckingham (PWS)",-24,0,"No",-24,"No"
"747","IL0910450","Kankakee","Herscher (PWS)",0,0,"No",0,"No"
"748","IL0910650","Kankakee","Momence (PWS)",0,0,"No",0,"No"
"749","IL0910700","Kankakee","St Anne (PWS)",-15,0,"No",-15,"No"
"750","IL0910720","Kankakee","Aqua Illinois - Sun River Terrace (PWS)",0,1,"No",1,"No"
"751","IL0914780","Kankakee","Reddick (PWS)",0,0,"No",0,"No"
"752","IL0915030","Kankakee","Aqua Illinois-Kankakee (PWS)",-9939,3564,"Yes",-6375,"No"
"753","IL0915145","Kankakee","Barberry Acres MHP (PWS)",0,0,"No",0,"No"
"754","IL0915165","Kankakee","Harvest Estates (PWS)",0,0,"No",0,"No"
"755","IL0915220","Kankakee","Aqua Illinois - Highland Estates (PWS)",0,0,"No",0,"No"
"756","IL0915265","Kankakee","Countryside Mobile Home Estates MHP (PWS)",0,0,"No",0,"No"
"757","IL0915385","Kankakee","Manteno MHP (PWS)",0,0,"No",0,"No"
"758","IL0915445","Kankakee","Rivercrest MHP (PWS)",0,0,"No",0,"No"
"759","IL0915450","Kankakee","Aqua Illinois - Skyline (PWS)",1,0,"No",1,"No"
"760","IL0915526","Kankakee","Skyview Subdivision (PWS)",-28,28,"Yes",0,"Yes"
"761","IL0915545","Kankakee","Sunny Acres MHP (PWS)",-188,0,"No",-188,"No"
"762","IL0930100","Kendall","Newark (PWS)",0,0,"No",0,"No"
"763","IL0930150","Kendall","Oswego (PWS)",-1143,550,"Yes",-593,"No"
"764","IL0930200","Kendall","Plano (PWS)",-3,0,"No",-3,"No"
"765","IL0930250","Kendall","Yorkville (PWS)",0,0,"No",0,"No"
"766","IL0935100","Kendall","Illinois American - Valley Marina (PWS)",-1,0,"No",-1,"No"
"767","IL0935140","Kendall","Morgan Creek (PWS)",0,0,"No",0,"No"
"768","IL0935150","Kendall","Fox Lawn Homeowners Water Association (PWS)",0,0,"No",0,"No"
"769","IL0935200","Kendall","Illinois American - Hollis (PWS)",0,0,"No",0,"No"
"770","IL0935250","Kendall","Storybook Highlands (PWS)",0,0,"No",0,"No"
"771","IL0950050","Knox","Abingdon (PWS)",0,0,"No",0,"No"
"772","IL0950100","Knox","Altona (PWS)",0,0,"No",0,"No"
"773","IL0950150","Knox","East Galesburg (PWS)",0,0,"No",0,"No"
"774","IL0950200","Knox","Galesburg (PWS)",-93,0,"No",-93,"No"
"775","IL0950250","Knox","Henderson (PWS)",0,0,"No",0,"No"
"776","IL0950300","Knox","Knoxville (PWS)",-4,0,"No",-4,"No"
"777","IL0950350","Knox","Maquon (PWS)",0,0,"No",0,"No"
"778","IL0950400","Knox","Oneida (PWS)",0,0,"No",0,"No"
"779","IL0950450","Knox","Rio (PWS)",0,0,"No",0,"No"
"780","IL0950500","Knox","St Augustine (PWS)",0,0,"No",0,"No"
"781","IL0950550","Knox","Victoria (PWS)",0,0,"No",0,"No"
"782","IL0950600","Knox","Wataga (PWS)",0,-12,"No",-12,"No"
"783","IL0950650","Knox","Williamsfield (PWS)",0,0,"No",0,"No"
"784","IL0950700","Knox","Yates City (PWS)",0,-2,"No",-2,"No"
"785","IL0955040","Knox","Windwood Water System, Inc. (PWS)",0,0,"No",0,"No"
"786","IL0955150","Knox","Cedar Water Company, Inc. (PWS)",0,0,"No",0,"No"
"787","IL0955200","Knox","Aqua Illinois - Oak Run (PWS)",0,-165,"No",-165,"No"
"788","IL0970010","Lake","Beach MHP (PWS)",0,208,"No",208,"No"
"789","IL0970040","Lake","Green Oaks (PWS)",0,0,"No",0,"No"
"790","IL0970050","Lake","Antioch (PWS)",0,0,"No",0,"No"
"791","IL0970080","Lake","Wynstone Water Company (PWS)",0,0,"No",0,"No"
"792","IL0970100","Lake","Bannockburn (PWS)",0,0,"No",0,"No"
"793","IL0970110","Lake","Rockwell Utilities, LLC (PWS)",0,0,"No",0,"No"
"794","IL0970120","Lake","Saddlebrook Farms (PWS)",0,0,"No",0,"No"
"795","IL0970160","Lake","Glenstone Sbdv HOA (PWS)",0,0,"No",0,"No"
"796","IL0970170","Lake","Royal Melbourne Homeowners Asn (PWS)",0,0,"No",0,"No"
"797","IL0970180","Lake","Aqua Illinois - Ivanhoe (PWS)",0,0,"No",0,"No"
"798","IL0970190","Lake","Beach Park (PWS)",0,0,"No",0,"No"
"799","IL0970200","Lake","Fox Lake (PWS)",-563,0,"No",-563,"No"
"800","IL0970220","Lake","Whispering Lakes Water System, Inc. (PWS)",0,0,"No",0,"No"
"801","IL0970240","Lake","Bluff Lake Lodges, Inc. (PWS)",0,0,"No",0,"No"
"802","IL0970250","Lake","Grayslake (PWS)",0,0,"No",0,"No"
"803","IL0970260","Lake","Round Lake Heights (PWS)",-2,0,"No",-2,"No"
"804","IL0970270","Lake","Lakemoor (PWS)",0,0,"No",0,"No"
"805","IL0970280","Lake","LCPWD - Brooks Farm Subdivision (PWS)",0,0,"No",0,"No"
"806","IL0970310","Lake","The Preserve At Long Grove (PWS)",0,0,"No",0,"No"
"807","IL0970320","Lake","Promontory Pointe Homeowners Association (PWS)",0,0,"No",0,"No"
"808","IL0970330","Lake","Arboria of Long Grove Senior Care (PWS)",0,0,"No",0,"No"
"809","IL0970340","Lake","Long Grove (PWS)",0,0,"No",0,"No"
"810","IL0970350","Lake","Gurnee (PWS)",0,0,"No",0,"No"
"811","IL0970400","Lake","Hainesville (PWS)",0,0,"No",0,"No"
"812","IL0970450","Lake","LCPWD - Hawthorn Woods (PWS)",0,0,"No",0,"No"
"813","IL0970500","Lake","Highland Park (PWS)",71,0,"No",71,"No"
"814","IL0970550","Lake","Highwood (PWS)",-4,0,"No",-4,"No"
"815","IL0970750","Lake","Lake Bluff (PWS)",-57,0,"No",-57,"No"
"816","IL0970800","Lake","Lake Forest (PWS)",0,0,"No",0,"No"
"817","IL0970840","Lake","Lake Villa (PWS)",-531,523,"Yes",-8,"No"
"818","IL0970850","Lake","Lake Zurich (PWS)",0,0,"No",0,"No"
"819","IL0970900","Lake","Libertyville (PWS)",0,0,"No",0,"No"
"820","IL0970950","Lake","Lincolnshire (PWS)",0,0,"No",0,"No"
"821","IL0971000","Lake","Lindenhurst (PWS)",0,0,"No",0,"No"
"822","IL0971050","Lake","Fields Of Long Grove (PWS)",0,0,"No",0,"No"
"823","IL0971060","Lake","Briarcrest Subdivision Homeowners Association (PWS)",0,0,"No",0,"No"
"824","IL0971070","Lake","Central Lake County JAWA (PWS)",0,0,"No",0,"No"
"825","IL0971080","Lake","Lake Barrington (PWS)",0,0,"No",0,"No"
"826","IL0971090","Lake","Alden Long Grove Nursing Center (PWS)",0,0,"No",0,"No"
"827","IL0971110","Lake","Avantara Long Grove (PWS)",0,0,"No",0,"No"
"828","IL0971120","Lake","Port Barrington Shores Subdivision (PWS)",0,0,"No",0,"No"
"829","IL0971130","Lake","Tanneron Bay Homeowners Association (PWS)",0,0,"No",0,"No"
"830","IL0971150","Lake","Mundelein (PWS)",-213,0,"No",-213,"No"
"831","IL0971160","Lake","Ports Sullivan Lake Owners Association (PWS)",0,0,"No",0,"No"
"832","IL0971200","Lake","Prairie Trails Of Long Grove (PWS)",0,0,"No",0,"No"
"833","IL0971250","Lake","North Chicago (PWS)",-357,0,"No",-357,"No"
"834","IL0971400","Lake","Park City (PWS)",0,0,"No",0,"No"
"835","IL0971450","Lake","Riverwoods (PWS)",0,0,"No",0,"No"
"836","IL0971500","Lake","Round Lake (PWS)",45,0,"No",45,"No"
"837","IL0971550","Lake","Round Lake Beach (PWS)",0,0,"No",0,"No"
"838","IL0971600","Lake","Round Lake Park (PWS)",0,0,"No",0,"No"
"839","IL0971750","Lake","LCPWD - Vernon Hills (PWS)",0,0,"No",0,"No"
"840","IL0971770","Lake","Volo (PWS)",0,0,"No",0,"No"
"841","IL0971850","Lake","Wauconda (PWS)",0,0,"No",0,"No"
"842","IL0971900","Lake","Waukegan (PWS)",0,0,"No",0,"No"
"843","IL0971950","Lake","Winthrop Harbor (PWS)",0,0,"No",0,"No"
"844","IL0972000","Lake","Zion (PWS)",-7073,7089,"Yes",16,"No"
"845","IL0974080","Lake","Barrington (PWS)",-49,0,"No",-49,"No"
"846","IL0974340","Lake","Deerfield (PWS)",0,0,"No",0,"No"
"847","IL0974540","Lake","Island Lake (PWS)",0,0,"No",0,"No"
"848","IL0975010","Lake","Tower Lakes (PWS)",0,0,"No",0,"No"
"849","IL0975040","Lake","Aqua Illinois - Hawthorn Woods (PWS)",0,-3,"No",-3,"No"
"850","IL0975050","Lake","LCPWD - Arden Shores Estates (PWS)",0,0,"No",0,"No"
"851","IL0975070","Lake","Aqua Illinois - Ravenna (PWS)",0,0,"No",0,"No"
"852","IL0975139","Lake","Allendale Association (PWS)",-1,0,"No",-1,"No"
"853","IL0975165","Lake","Chain-o-Lakes MHP (PWS)",0,0,"No",0,"No"
"854","IL0975185","Lake","Diamond Lake MHP (PWS)",0,0,"No",0,"No"
"855","IL0975200","Lake","LCPWD - Countryside Lake Subdivision (PWS)",0,0,"No",0,"No"
"856","IL0975227","Lake","Great Lakes Naval Training Station (PWS)",0,0,"No",0,"No"
"857","IL0975238","Lake","Heiden Gardens Condos (PWS)",0,0,"No",0,"No"
"858","IL0975245","Lake","Holly Hock Hill MHP (PWS)",0,0,"No",0,"No"
"859","IL0975345","Lake","Lake View MHP (PWS)",0,0,"No",0,"No"
"860","IL0975350","Lake","Util Inc - Char-Mar Water Company (PWS)",0,0,"No",0,"No"
"861","IL0975370","Lake","Util Inc - Del-mar Water Company (PWS)",0,0,"No",0,"No"
"862","IL0975380","Lake","Duck Lake Well Owners Association (PWS)",0,0,"No",0,"No"
"863","IL0975450","Lake","Aqua Illinois - Fairhaven Estates (PWS)",0,0,"No",0,"No"
"864","IL0975460","Lake","LCPWD - Knollwood (PWS)",0,0,"No",0,"No"
"865","IL0975485","Lake","Pauls MHP (PWS)",0,0,"No",0,"No"
"866","IL0975500","Lake","LCPWD - Forest Lake Addition (PWS)",0,0,"No",0,"No"
"867","IL0975520","Lake","Lake Barrington Shores Subdivsion (PWS)",0,0,"No",0,"No"
"868","IL0975550","Lake","LCPWD - Fox Lake Hills Subdivision (PWS)",0,0,"No",0,"No"
"869","IL0975575","Lake","Park City MHP (PWS)",0,0,"No",0,"No"
"870","IL0975585","Lake","Rockland MHP (PWS)",0,0,"No",0,"No"
"871","IL0975600","Lake","LCPWD - Grandwood Park Subdivision (PWS)",0,0,"No",0,"No"
"872","IL0975615","Lake","Shoreline Trc MHP (PWS)",0,0,"No",0,"No"
"873","IL0975620","Lake","Util Inc - Harbor Ridge Utilites, Inc. (PWS)",0,0,"No",0,"No"
"874","IL0975700","Lake","Hilldale Manor Subdivision (PWS)",-139,0,"No",-139,"No"
"875","IL0975736","Lake","Elm Oak Mutual Water System (PWS)",0,0,"No",0,"No"
"876","IL0975750","Lake","LCPWD - Highland Lake Subdivision (PWS)",0,0,"No",0,"No"
"877","IL0975780","Lake","Fox Lake Plant 2 (PWS)",0,0,"No",0,"No"
"878","IL0975790","Lake","Lake County Public Water District (PWS)",0,0,"No",0,"No"
"879","IL0975849","Lake","Mount St Joseph School ICF (PWS)",0,0,"No",0,"No"
"880","IL0975900","Lake","LCPWD - Pekara Subdivision (PWS)",0,0,"No",0,"No"
"881","IL0977050","Lake","West Shoreland Subdivision (PWS)",0,0,"No",0,"No"
"882","IL0977100","Lake","Sylvan Lake 1st Subdivision (PWS)",0,0,"No",0,"No"
"883","IL0977150","Lake","Schwermanns 2nd And 3rd Water Board (PWS)",0,0,"No",0,"No"
"884","IL0977189","Lake","Dayspring Bible College Water (PWS)",0,0,"No",0,"No"
"885","IL0977250","Lake","Towners Subdivision (PWS)",0,0,"No",0,"No"
"886","IL0977300","Lake","Util Inc - Valentine Water Service (PWS)",0,0,"No",0,"No"
"887","IL0977320","Lake","LCPWD - Wadsworth Oaks Subdivision (PWS)",0,0,"No",0,"No"
"888","IL0977350","Lake","LCPWD - Wildwood Subdivision (PWS)",0,0,"No",0,"No"
"889","IL0977370","Lake","West Shore Park Subdivision (PWS)",0,0,"No",0,"No"
"890","IL0990020","LaSalle","Jons MHP (PWS)",0,0,"No",0,"No"
"891","IL0990060","LaSalle","Four Star Campground (PWS)",278,0,"No",278,"No"
"892","IL0990110","LaSalle","Marseilles South (PWS)",0,0,"No",0,"No"
"893","IL0990150","LaSalle","Earlville (PWS)",-28,0,"No",-28,"No"
"894","IL0990200","LaSalle","Grand Ridge (PWS)",-20,20,"Yes",0,"Yes"
"895","IL0990300","LaSalle","La Salle (PWS)",0,0,"No",0,"No"
"896","IL0990350","LaSalle","Leland (PWS)",0,0,"No",0,"No"
"897","IL0990400","LaSalle","Illinois American - Leonore (PWS)",-18,18,"Yes",0,"Yes"
"898","IL0990450","LaSalle","Lostant (PWS)",0,0,"No",0,"No"
"899","IL0990500","LaSalle","Marseilles (PWS)",-89,0,"No",-89,"No"
"900","IL0990550","LaSalle","Mendota (PWS)",-3,0,"No",-3,"No"
"901","IL0990560","LaSalle","Mendota Mobile Home Community (PWS)",0,0,"No",0,"No"
"902","IL0990600","LaSalle","Naplate (PWS)",0,0,"No",0,"No"
"903","IL0990650","LaSalle","North Utica (PWS)",0,0,"No",0,"No"
"904","IL0990700","LaSalle","Oglesby (PWS)",0,0,"No",0,"No"
"905","IL0990800","LaSalle","Ottawa (PWS)",0,-24,"No",-24,"No"
"906","IL0990850","LaSalle","Peru (PWS)",0,0,"No",0,"No"
"907","IL0991000","LaSalle","Rutland (PWS)",-3,0,"No",-3,"No"
"908","IL0991050","LaSalle","Seneca (PWS)",0,0,"No",0,"No"
"909","IL0991150","LaSalle","Tonica (PWS)",0,0,"No",0,"No"
"910","IL0995030","LaSalle","Illinois American - Streator (PWS)",-581,0,"No",-581,"No"
"911","IL0995040","LaSalle","Cedar Point Water Company (PWS)",-3,0,"No",-3,"No"
"912","IL0995050","LaSalle","Land And Water Assn (PWS)",0,0,"No",0,"No"
"913","IL0995150","LaSalle","Fields Hill Improvement Association (PWS)",0,0,"No",0,"No"
"914","IL0995170","LaSalle","Jonesville PWD (PWS)",0,0,"No",0,"No"
"915","IL0995185","LaSalle","Countryside Estates MHP (PWS)",0,0,"No",0,"No"
"916","IL0995200","LaSalle","Util Inc - Lake Holiday (PWS)",0,0,"No",0,"No"
"917","IL0995225","LaSalle","Dattis MHP (PWS)",0,0,"No",0,"No"
"918","IL0995250","LaSalle","Oaklane Sbdv (PWS)",0,0,"No",0,"No"
"919","IL0995265","LaSalle","Wildwood Communities (PWS)",0,0,"No",0,"No"
"920","IL0995300","LaSalle","Illinois Prairie Estate Subdivision Water Association (PWS)",0,0,"No",0,"No"
"921","IL0995329","LaSalle","La Salle County Nursing Home (PWS)",0,0,"No",0,"No"
"922","IL0995336","LaSalle","Lynnwood Water Corporation (PWS)",0,0,"No",0,"No"
"923","IL0995365","LaSalle","Country Acres MHP (PWS)",-100,150,"Yes",50,"No"
"924","IL0995400","LaSalle","Retz Addn Improvement Association (PWS)",0,0,"No",0,"No"
"925","IL0995425","LaSalle","Wildlife MHP (PWS)",29,0,"No",29,"No"
"926","IL0995750","LaSalle","West Walnut Trailer Court",0,0,"No",0,"No"
"927","IL0995840","LaSalle","Sheridan Correctional Center (PWS)",0,0,"No",0,"No"
"928","IL1010020","Lawrence","South Lawrence Water Corp (PWS)",-8,0,"No",-8,"No"
"929","IL1010100","Lawrence","Bridgeport (PWS)",-915,719,"Yes",-196,"No"
"930","IL1010150","Lawrence","Lawrenceville (PWS)",-45,0,"No",-45,"No"
"931","IL1010250","Lawrence","St Francisville (PWS)",-154,110,"Yes",-44,"No"
"932","IL1010300","Lawrence","Sumner (PWS)",-120,120,"Yes",0,"Yes"
"933","IL1015300","Lawrence","Birds Pinkstaff Water District (PWS)",0,0,"No",0,"No"
"934","IL1015350","Lawrence","Petrolia PWD (PWS)",-104,0,"No",-104,"No"
"935","IL1030050","Lee","Amboy (PWS)",0,0,"No",0,"No"
"936","IL1030100","Lee","Ashton (PWS)",-1,0,"No",-1,"No"
"937","IL1030150","Lee","Compton (PWS)",81,-84,"No",-3,"No"
"938","IL1030200","Lee","Dixon (PWS)",-16,0,"No",-16,"No"
"939","IL1030250","Lee","Franklin Grove (PWS)",0,0,"No",0,"No"
"940","IL1030300","Lee","Harmon (PWS)",-75,0,"No",-75,"No"
"941","IL1030400","Lee","Paw Paw (PWS)",0,0,"No",0,"No"
"942","IL1030450","Lee","Steward (PWS)",-10,0,"No",-10,"No"
"943","IL1030500","Lee","Sublette (PWS)",0,0,"No",0,"No"
"944","IL1030550","Lee","West Brooklyn (PWS)",-72,72,"Yes",0,"Yes"
"945","IL1034600","Lee","Lee (PWS)",0,0,"No",0,"No"
"946","IL1035050","Lee","White Oaks Estates Water Association, Inc. (PWS)",0,0,"No",0,"No"
"947","IL1035100","Lee","Woodhaven Assoc-Woodhaven (PWS)",0,0,"No",0,"No"
"948","IL1035165","Lee","Green Acres MHP (PWS)",0,0,"No",0,"No"
"949","IL1035245","Lee","Rock River Estates MHP (PWS)",0,0,"No",0,"No"
"950","IL1035500","Lee","Dixon Correctional Center (PWS)",0,0,"No",0,"No"
"951","IL1050050","Livingston","Campus (PWS)",0,0,"No",0,"No"
"952","IL1050100","Livingston","Chatsworth (PWS)",30,-30,"No",0,"No"
"953","IL1050150","Livingston","Cornell (PWS)",140,-141,"No",-1,"No"
"954","IL1050200","Livingston","Cullom (PWS)",0,0,"No",0,"No"
"955","IL1050250","Livingston","Dwight (PWS)",-106,0,"No",-106,"No"
"956","IL1050300","Livingston","Emington (PWS)",0,0,"No",0,"No"
"957","IL1050350","Livingston","Fairbury-Wtp (PWS)",-2,0,"No",-2,"No"
"958","IL1050400","Livingston","Flanagan (PWS)",0,0,"No",0,"No"
"959","IL1050450","Livingston","Forrest (PWS)",0,0,"No",0,"No"
"960","IL1050550","Livingston","Odell (PWS)",0,0,"No",0,"No"
"961","IL1050650","Livingston","Illinois American - Saunemin (PWS)",1,70,"No",71,"No"
"962","IL1050700","Livingston","Strawn (PWS)",0,0,"No",0,"No"
"963","IL1055030","Livingston","Illinois American - Pontiac (PWS)",-168,280,"Yes",112,"No"
"964","IL1055040","Livingston","Redwood Manor MHC",-55,0,"No",-55,"No"
"965","IL1055520","Livingston","William W Fox Development Center (PWS)",0,0,"No",0,"No"
"966","IL1070050","Logan","Atlanta (PWS)",0,0,"No",0,"No"
"967","IL1070100","Logan","Broadwell (PWS)",0,0,"No",0,"No"
"968","IL1070150","Logan","Elkhart (PWS)",0,0,"No",0,"No"
"969","IL1070200","Logan","Emden (PWS)",0,0,"No",0,"No"
"970","IL1070250","Logan","Hartsburg (PWS)",0,-15,"No",-15,"No"
"971","IL1070300","Logan","Latham (PWS)",0,0,"No",0,"No"
"972","IL1070400","Logan","Mount Pulaski (PWS)",797,-830,"No",-33,"No"
"973","IL1070450","Logan","New Holland (PWS)",-11,-2,"No",-13,"No"
"974","IL1070500","Logan","Middletown (PWS)",0,0,"No",0,"No"
"975","IL1075030","Logan","Illinois American - Lincoln (PWS)",-5941,5831,"Yes",-110,"No"
"976","IL1075145","Logan","Morningside Mobile Estates MHP (PWS)",0,0,"No",0,"No"
"977","IL1075150","Logan","Beason-Chestnut Pwd (PWS)",155,-138,"No",17,"No"
"978","IL1090010","McDonough","New Salem PWD (PWS)",0,0,"No",0,"No"
"979","IL1090020","McDonough","Sciota (PWS)",0,0,"No",0,"No"
"980","IL1090030","McDonough","West Prairie Water Co-op (PWS)",0,0,"No",0,"No"
"981","IL1090050","McDonough","Bardolph (PWS)",-12,0,"No",-12,"No"
"982","IL1090100","McDonough","Blandinsville (PWS)",0,-9,"No",-9,"No"
"983","IL1090150","McDonough","Bushnell (PWS)",16,0,"No",16,"No"
"984","IL1090200","McDonough","Colchester (PWS)",-596,544,"Yes",-52,"No"
"985","IL1090250","McDonough","Good Hope (PWS)",4,0,"No",4,"No"
"986","IL1090300","McDonough","Industry (PWS)",0,0,"No",0,"No"
"987","IL1090350","McDonough","Macomb (PWS)",-61,0,"No",-61,"No"
"988","IL1090380","McDonough","Kiljordan Meadows Manufactured Home Community (PWS)",0,0,"No",0,"No"
"989","IL1090400","McDonough","Prairie City (PWS)",4,0,"No",4,"No"
"990","IL1095200","McDonough","Stratford West Apartments (PWS)",0,0,"No",0,"No"
"991","IL1095510","McDonough","Western Illinois University (PWS)",0,0,"No",0,"No"
"992","IL1110011","McHenry","Harbor Lites-Pistakee Fishing Club (PWS)",0,0,"No",0,"No"
"993","IL1110040","McHenry","Johnsburg No. 1 (PWS)",0,0,"No",0,"No"
"994","IL1110050","McHenry","Algonquin (PWS)",0,0,"No",0,"No"
"995","IL1110080","McHenry","Illinois American - Terra Cotta (PWS)",0,0,"No",0,"No"
"996","IL1110100","McHenry","Cary (PWS)",0,0,"No",0,"No"
"997","IL1110150","McHenry","Crystal Lake (PWS)",624,0,"No",624,"No"
"998","IL1110200","McHenry","Fox River Grove (PWS)",0,0,"No",0,"No"
"999","IL1110250","McHenry","Harvard (PWS)",0,0,"No",0,"No"
"1000","IL1110300","McHenry","Hebron (PWS)",0,0,"No",0,"No"
"1001","IL1110350","McHenry","Huntley (PWS)",0,0,"No",0,"No"
"1002","IL1110400","McHenry","Lake In The Hills (PWS)",0,0,"No",0,"No"
"1003","IL1110600","McHenry","McHenry (PWS)",-4948,0,"No",-4948,"No"
"1004","IL1110650","McHenry","Marengo (PWS)",0,0,"No",0,"No"
"1005","IL1110750","McHenry","Richmond (PWS)",0,0,"No",0,"No"
"1006","IL1110900","McHenry","Union (PWS)",0,0,"No",0,"No"
"1007","IL1110950","McHenry","Woodstock (PWS)",-440,0,"No",-440,"No"
"1008","IL1115020","McHenry","Aqua Illinois - McHenry Shores (PWS)",525,-525,"No",0,"No"
"1009","IL1115080","McHenry","Johnsburg No. 2 (PWS)",0,0,"No",0,"No"
"1010","IL1115145","McHenry","Royal Oaks MHP (PWS)",0,0,"No",0,"No"
"1011","IL1115150","McHenry","Crystal Clear Water Company (PWS)",289,-289,"No",0,"No"
"1012","IL1115189","McHenry","Valley Hi Nursing Home (PWS)",0,0,"No",0,"No"
"1013","IL1115250","McHenry","Eastwood Manor Water Company (PWS)",330,-330,"No",0,"No"
"1014","IL1115350","McHenry","Util Inc - Holiday Hills (PWS)",0,0,"No",0,"No"
"1015","IL1115400","McHenry","Util Inc - Killarney Water Company (PWS)",0,0,"No",0,"No"
"1016","IL1115600","McHenry","Aqau Illinois - Nunda (PWS)",194,-187,"No",7,"No"
"1017","IL1115700","McHenry","Util Inc - Whispering Hills Water Company (PWS)",0,0,"No",0,"No"
